D4ACN5uMEx470nmA,,D4ACN5uMEx460nmA,,D4ACN5uMEx450nmA,,D4ACN5uMEx440nmA,,D4ACN5uMEx430nmA,,D4ACN5uMEx420nmA,,D4ACN5uMEx410nmA,,D4ACN5uMEx400nmA,,D4ACN5uMEx470nmB,,D4ACN5uMEx460nmB,,D4ACN5uMEx450nmB,,D4ACN5uMEx440nmB,,D4ACN5uMEx430nmB,,D4ACN5uMEx420nmB,,D4ACN5uMEx410nmB,,D4ACN5uMEx400nmB,,D4ACN5uMEx470nmC,,D4ACN5uMEx460nmC,,D4ACN5uMEx450nmC,,D4ACN5uMEx440nmC,,D4ACN5uMEx430nmC,,D4ACN5uMEx420nmC,,D4ACN5uMEx410nmC,,D4ACN5uMEx400nmC,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.)
623.039978,2.980561495,612.9400024,9.552919388,602.9400024,28.90677834,592.9400024,64.51728821,582.9400024,115.8734436,572.9400024,156.1085815,562.9799805,198.3209381,552.9400024,241.5589905,623.039978,2.942907572,612.9400024,9.778776169,602.9400024,28.92864418,592.9400024,65.3010788,582.9400024,116.9855728,572.9400024,156.5742035,562.9799805,199.3951721,552.9400024,241.875351,623.039978,2.909808159,612.9400024,9.702974319,602.9400024,29.07199478,592.9400024,65.04277039,582.9400024,115.7299957,572.9400024,156.7272949,562.9799805,199.460495,552.9400024,242.8182373
624.0499878,2.77338028,613.9699707,9.638177872,603.9699707,28.42290497,593.9699707,62.7572403,583.9699707,113.3306274,573.9699707,152.5527344,564.0200195,193.9857941,553.9699707,236.9621735,624.0499878,3.027151585,613.9699707,9.649647713,603.9699707,28.90677643,593.9699707,63.36388779,583.9699707,113.8013992,573.9699707,153.872467,564.0200195,193.6502533,553.9699707,237.7459106,624.0499878,2.996564865,613.9699707,9.470592499,603.9699707,28.30358315,593.9699707,63.32452011,583.9699707,113.9132156,573.9699707,153.0582123,564.0200195,194.365509,553.9699707,236.8926849
625.0700073,2.628960371,615,9.550848961,605,27.73620224,595,61.24384689,585,111.3320847,575,148.2513123,565.0700073,187.9524841,555,231.8901672,625.0700073,2.897363901,615,9.56086731,605,27.92450905,595,62.21416855,585,111.6119461,575,149.1915894,565.0700073,189.36203,555,232.2380219,625.0700073,2.683925152,615,9.581924438,605,27.95728493,595,61.8122139,585,110.9511032,575,148.7405548,565.0700073,189.82724,555,232.0153503
625.9400024,2.734870911,616.0200195,9.294189453,606.0200195,27.17286873,596.0200195,60.2939415,586.0200195,107.9948807,576.0200195,145.6268463,565.9699707,184.9417572,556.0200195,225.6920013,625.9400024,2.829844236,616.0200195,9.412842751,606.0200195,27.46152115,596.0200195,60.25885773,586.0200195,109.2986984,576.0200195,146.0333405,565.9699707,185.5770874,556.0200195,228.0799255,625.9400024,2.904127121,616.0200195,9.341501236,606.0200195,27.17223167,596.0200195,60.91292191,586.0200195,108.5535736,576.0200195,145.1855927,565.9699707,185.6375122,556.0200195,225.5002289
626.9500122,2.629326344,617.0499878,9.094053268,607.0499878,26.80706406,597.0499878,58.84187317,587.0499878,106.1079636,577.0499878,141.3447571,567.0100098,181.2538757,557.0499878,221.0716858,626.9500122,2.824946642,617.0499878,9.099560738,607.0499878,26.79290199,597.0499878,59.90563583,587.0499878,106.9039917,577.0499878,142.8452454,567.0100098,182.0334625,557.0499878,220.4831238,626.9500122,2.815834761,617.0499878,9.142874718,607.0499878,26.73111725,597.0499878,59.41337204,587.0499878,106.2191315,577.0499878,141.6115417,567.0100098,180.9672241,557.0499878,220.4012604
627.9699707,2.755750895,617.9400024,8.680297852,607.9400024,26.31859779,597.9400024,57.26763916,587.9400024,104.4108124,577.9400024,138.4346771,568.0499878,176.4142456,557.9400024,216.7745819,627.9699707,2.747829437,617.9400024,8.96057415,607.9400024,26.58568192,597.9400024,58.24092865,587.9400024,104.4102478,577.9400024,138.7857971,568.0499878,177.6138153,557.9400024,216.0998077,627.9699707,2.801651716,617.9400024,8.871210098,607.9400024,26.33232117,597.9400024,58.12195587,587.9400024,103.9134674,577.9400024,139.3125,568.0499878,176.9925842,557.9400024,215.2651825
628.9799805,2.568603992,618.9699707,8.964203835,608.9699707,25.73950958,598.9699707,56.83158493,588.9699707,101.1091156,578.9699707,135.4443817,568.9500122,172.0195618,558.9699707,210.7964783,628.9799805,2.679983854,618.9699707,8.989266396,608.9699707,25.91946411,598.9699707,56.87544632,588.9699707,102.4036484,578.9699707,136.0518951,568.9500122,172.522522,558.9699707,211.833374,628.9799805,2.646133184,618.9699707,8.933346748,608.9699707,25.7177124,598.9699707,57.02159119,588.9699707,101.8091354,578.9699707,135.5934296,568.9500122,171.2853241,558.9699707,209.2290649
630,2.657506227,620,9.00538826,610,25.08890533,600,55.41939926,590,99.8348999,580,132.0856781,570,168.3239594,560,205.6726685,630,2.556025267,620,8.677026749,610,25.39772797,600,55.70687103,590,99.86109924,580,132.541275,570,168.7527008,560,207.1952057,630,2.718039989,620,8.774848938,610,25.40423012,600,56.03871536,590,99.49748993,580,132.3206177,570,168.0210114,560,205.9503021
631.0200195,2.60518837,621.0100098,8.363302231,611.0200195,24.69618225,601.0200195,54.35962296,591.0200195,96.91545105,581.0200195,129.4387665,571.0200195,163.7897644,561.039978,200.9802856,631.0200195,2.565522432,621.0100098,8.503317833,611.0200195,24.92902946,601.0200195,54.79500198,591.0200195,96.90491486,581.0200195,128.913681,571.0200195,165.2652435,561.039978,201.1177063,631.0200195,2.651642799,621.0100098,8.373836517,611.0200195,24.69594383,601.0200195,54.30009079,591.0200195,96.68280792,581.0200195,129.3957977,571.0200195,163.3806458,561.039978,200.7788391
632.0499878,2.449280262,622.0200195,8.213842392,612.0499878,24.43586349,602.0499878,53.21397018,592.0499878,95.03855133,582.0499878,126.1265869,572.0499878,159.6152344,561.9400024,197.3773346,632.0499878,2.709490776,622.0200195,8.412050247,612.0499878,24.39152908,602.0499878,53.5918808,592.0499878,94.55889893,582.0499878,126.8832092,572.0499878,161.0066833,561.9400024,197.6965027,632.0499878,2.605568409,622.0200195,8.375222206,612.0499878,24.33886147,602.0499878,53.25778961,592.0499878,94.3035965,582.0499878,126.0104218,572.0499878,159.3706818,561.9400024,197.8600769
632.9400024,2.486038923,623.039978,8.207773209,612.9400024,23.9769249,602.9400024,51.8146553,592.9400024,92.76171875,582.9400024,123.3905029,572.9400024,156.7975464,562.9799805,192.2151642,632.9400024,2.402450562,623.039978,8.068025589,612.9400024,23.98997307,602.9400024,52.66827774,592.9400024,93.82898712,582.9400024,124.019928,572.9400024,157.141861,562.9799805,192.7385406,632.9400024,2.526534796,623.039978,8.166782379,612.9400024,23.98016739,602.9400024,52.61651611,592.9400024,93.20360565,582.9400024,123.2905502,572.9400024,157.4082031,562.9799805,191.8970184
633.9699707,2.51472044,624.0499878,8.063197136,613.9699707,23.51158905,603.9699707,51.16623306,593.9699707,90.93031311,583.9699707,120.3519287,573.9699707,153.1839142,564.0200195,187.1780396,633.9699707,2.303360701,624.0499878,8.182291985,613.9699707,23.80650711,603.9699707,51.83041382,593.9699707,91.27338409,583.9699707,120.4694366,573.9699707,154.0764465,564.0200195,187.6523743,633.9699707,2.547482729,624.0499878,8.022167206,613.9699707,23.62204742,603.9699707,51.39348221,593.9699707,91.0980072,583.9699707,120.6066971,573.9699707,152.4270172,564.0200195,187.0433502
635,2.465468168,625.0700073,7.70351696,615,23.19728279,605,49.93350601,595,88.65066528,585,117.602829,575,148.92276,565.0700073,182.6085815,635,2.483735323,625.0700073,7.91437912,615,23.33745956,605,50.5177269,595,89.40986633,585,118.5956268,575,149.5711975,565.0700073,183.2381744,635,2.395276308,625.0700073,7.754724503,615,23.01115608,605,50.27206802,595,89.03672791,585,117.9042969,575,148.0494843,565.0700073,181.7229614
636.0200195,2.46492219,625.9400024,7.829111099,616.0200195,22.79267311,606.0200195,48.89686966,596.0200195,86.53974915,586.0200195,115.2694397,576.0200195,146.6373291,565.9699707,179.0365448,636.0200195,2.40892601,625.9400024,7.961892605,616.0200195,23.03442192,606.0200195,49.89166641,596.0200195,87.1725769,586.0200195,115.505249,576.0200195,145.6364594,565.9699707,179.501297,636.0200195,2.358706713,625.9400024,7.76169014,616.0200195,22.79696846,606.0200195,49.33694839,596.0200195,87.03546143,586.0200195,115.8699112,576.0200195,145.9241791,565.9699707,178.3843689
637.0499878,2.302383661,626.9500122,7.609455109,617.0499878,22.13377762,607.0499878,47.92262268,597.0499878,84.43210602,587.0499878,112.5987244,577.0499878,142.6649628,567.0100098,175.3461609,637.0499878,2.351314783,626.9500122,7.506688118,617.0499878,22.38188171,607.0499878,48.76040268,597.0499878,85.29508209,587.0499878,113.3142853,577.0499878,143.1055756,567.0100098,175.7179718,637.0499878,2.337609768,626.9500122,7.627830505,617.0499878,21.96150589,607.0499878,48.29148102,597.0499878,84.42105103,587.0499878,112.7517776,577.0499878,141.1842194,567.0100098,175.1842957
637.9400024,2.240817308,627.9699707,7.61759758,617.9400024,21.79032135,607.9400024,46.93697357,597.9400024,82.47864532,587.9400024,110.1747665,577.9400024,139.0858154,568.0499878,170.978302,637.9400024,2.305056334,627.9699707,7.611272335,617.9400024,22.03143883,607.9400024,47.52586746,597.9400024,83.02574921,587.9400024,110.6756134,577.9400024,140.1609497,568.0499878,172.413559,637.9400024,2.277292252,627.9699707,7.539110184,617.9400024,21.65723991,607.9400024,47.43197632,597.9400024,82.50740051,587.9400024,110.204277,577.9400024,138.6880798,568.0499878,170.4572754
638.9699707,2.18441391,628.9799805,7.386454105,618.9699707,21.16772842,608.9699707,46.26502228,598.9699707,80.90235138,588.9699707,107.8791809,578.9699707,136.0393524,568.9500122,167.8089905,638.9699707,2.188600779,628.9799805,7.369821548,618.9699707,21.42786598,608.9699707,46.88380814,598.9699707,81.22370148,588.9699707,107.9054565,578.9699707,136.5218353,568.9500122,166.8490601,638.9699707,2.256284475,628.9799805,7.316579342,618.9699707,21.37944794,608.9699707,46.91300964,598.9699707,81.30053711,588.9699707,107.7962189,578.9699707,135.9064331,568.9500122,167.2827911
640,2.143464327,630,7.172627926,620,20.94032669,610,44.71662903,600,79.71994781,590,104.927681,580,132.2455292,570,162.9534454,640,2.314843416,630,7.42686367,620,21.24436378,610,45.52325439,600,80.16408539,590,105.4802094,580,134.0020905,570,162.2377472,640,2.093676805,630,7.299816132,620,20.86239052,610,45.37090302,600,79.40661621,590,105.3144379,580,132.4608154,570,162.35849
641.0100098,2.192848206,631.0200195,7.258006573,621.0100098,20.66646767,611.0200195,44.46889877,601.0200195,77.37106323,591.0200195,102.5382538,581.0200195,129.9571686,571.0200195,158.7600403,641.0100098,2.261077404,631.0200195,7.110713959,621.0100098,20.61580658,611.0200195,44.7350502,601.0200195,77.92110443,591.0200195,102.8040161,581.0200195,130.6301117,571.0200195,157.8892059,641.0100098,2.149217129,631.0200195,7.163480282,621.0100098,20.47038841,611.0200195,44.48430252,601.0200195,77.70960236,591.0200195,102.472496,581.0200195,129.733963,571.0200195,158.453064
642.0200195,2.180603027,632.0499878,6.997359276,622.0200195,19.99050713,612.0499878,43.47014999,602.0499878,76.12049866,592.0499878,100.4185257,582.0499878,125.994072,572.0499878,155.1669312,642.0200195,2.065429926,632.0499878,6.808907032,622.0200195,20.30298042,612.0499878,43.88304138,602.0499878,76.50722504,592.0499878,101.1633987,582.0499878,127.1149521,572.0499878,156.0858307,642.0200195,2.124771833,632.0499878,7.01140976,622.0200195,20.06270599,612.0499878,43.49499893,602.0499878,75.68023682,592.0499878,100.4273682,582.0499878,127.4306335,572.0499878,154.1307983
643.039978,2.080032349,632.9400024,6.853019238,623.039978,19.66163254,612.9400024,42.45524216,602.9400024,74.21443939,592.9400024,98.38968658,582.9400024,123.9351654,572.9400024,151.5890656,643.039978,2.220062971,632.9400024,6.786642551,623.039978,19.67895508,612.9400024,43.05731201,602.9400024,75.01159668,592.9400024,98.74914551,582.9400024,124.3044281,572.9400024,152.0612946,643.039978,2.135745287,632.9400024,6.831863403,623.039978,19.82478142,612.9400024,42.88600922,602.9400024,74.59783936,592.9400024,98.3680191,582.9400024,124.2023163,572.9400024,152.198288
644.0499878,2.100529909,633.9699707,6.776922703,624.0499878,19.38127708,613.9699707,41.94898987,603.9699707,72.72831726,593.9699707,95.90751648,583.9699707,120.8327484,573.9699707,149.7536163,644.0499878,2.093995571,633.9699707,6.876368523,624.0499878,19.4106617,613.9699707,42.07679749,603.9699707,73.61851501,593.9699707,96.3899765,583.9699707,121.4187927,573.9699707,148.4243317,644.0499878,2.203411579,633.9699707,6.708364487,624.0499878,19.1924572,613.9699707,41.88603592,603.9699707,72.93573761,593.9699707,96.37555695,583.9699707,119.9944839,573.9699707,147.9680939
645.0700073,2.02319932,635,6.566348553,625.0700073,18.86946869,615,40.83629227,605,71.36283875,595,94.28023529,585,117.5489349,575,144.0289917,645.0700073,2.065467834,635,6.600176811,625.0700073,18.98051071,615,41.29830933,605,71.67101288,595,93.84635925,585,118.5060425,575,144.8028564,645.0700073,1.980391145,635,6.470297813,625.0700073,18.89694023,615,41.21512222,605,71.39083099,595,94.33683014,585,118.1775131,575,144.5223846
645.9400024,1.972410798,636.0200195,6.533653259,625.9400024,18.85324669,616.0200195,39.87384415,606.0200195,70.07243347,596.0200195,91.30634308,586.0200195,115.5305939,576.0200195,141.6060791,645.9400024,1.966894627,636.0200195,6.436666965,625.9400024,18.81025505,616.0200195,40.45546341,606.0200195,70.30132294,596.0200195,91.93320465,586.0200195,116.3494797,576.0200195,141.3239746,645.9400024,2.090176105,636.0200195,6.436657429,625.9400024,18.82914352,616.0200195,40.12142944,606.0200195,69.65597534,596.0200195,92.24723053,586.0200195,115.5483246,576.0200195,141.2869568
646.9500122,2.037822485,637.0499878,6.41672039,626.9500122,18.28053093,617.0499878,38.87198639,607.0499878,68.47783661,597.0499878,89.34015656,587.0499878,113.0341873,577.0499878,136.3854523,646.9500122,2.101213694,637.0499878,6.44218111,626.9500122,18.33912849,617.0499878,39.56542587,607.0499878,68.72227478,597.0499878,89.89176941,587.0499878,113.2282104,577.0499878,137.4630585,646.9500122,1.987548828,637.0499878,6.336215973,626.9500122,17.99181175,617.0499878,39.08612823,607.0499878,68.78681183,597.0499878,89.24699402,587.0499878,113.333107,577.0499878,137.505661
647.9699707,1.813788414,637.9400024,6.294229984,627.9699707,17.95798683,617.9400024,38.23129272,607.9400024,67.06362915,597.9400024,87.2401886,587.9400024,111.1823196,577.9400024,134.4239807,647.9699707,1.8388592,637.9400024,6.1806283,627.9699707,18.01852417,617.9400024,38.75401306,607.9400024,67.30526733,597.9400024,87.44297028,587.9400024,111.5876617,577.9400024,135.4275665,647.9699707,1.861606359,637.9400024,6.183440685,627.9699707,17.85304451,617.9400024,38.55771637,607.9400024,67.20108795,597.9400024,87.30431366,587.9400024,110.7720032,577.9400024,134.4102325
648.9799805,1.908713102,638.9699707,6.181285381,628.9799805,17.41631508,618.9699707,37.69810104,608.9699707,65.96518707,598.9699707,85.72631836,588.9699707,108.5881271,578.9699707,132.3995514,648.9799805,1.894370437,638.9699707,6.130887508,628.9799805,17.65166855,618.9699707,37.95367813,608.9699707,65.85503387,598.9699707,86.14817047,588.9699707,108.5532761,578.9699707,132.0671082,648.9799805,1.919045568,638.9699707,6.234587193,628.9799805,17.41058922,618.9699707,38.15493011,608.9699707,65.8374939,598.9699707,85.68064117,588.9699707,108.7821808,578.9699707,131.5080109
650,1.830302238,640,5.969180584,630,16.99790382,620,36.69261932,610,63.9193573,600,83.69830322,590,105.3788452,580,128.9703369,650,1.876969218,640,6.031249046,630,17.33818245,620,37.23865891,610,64.22454071,600,84.12120819,590,105.7920609,580,128.3709869,650,1.816502929,640,6.044658184,630,17.20306396,620,37.28025436,610,64.07502747,600,84.21090698,590,105.6303558,580,128.072525
651.0100098,1.735707879,641.0100098,5.985925198,631.0200195,16.67790413,621.0100098,36.19691086,611.0200195,62.71469498,601.0200195,81.96273041,591.0200195,102.5998917,581.0200195,125.9363327,651.0100098,1.736334801,641.0100098,5.906710625,631.0200195,16.80586815,621.0100098,36.48041153,611.0200195,62.87663269,601.0200195,82.15249634,591.0200195,103.6141663,581.0200195,126.7459717,651.0100098,1.96596396,641.0100098,5.849489212,631.0200195,16.75993347,621.0100098,36.35842514,611.0200195,62.48962021,601.0200195,82.01796722,591.0200195,103.2129822,581.0200195,126.645668
652.0200195,1.719764471,642.0200195,5.783879757,632.0499878,16.43906975,622.0200195,35.0472908,612.0499878,61.10338974,602.0499878,79.52018738,592.0499878,100.6203613,582.0499878,122.9665985,652.0200195,1.714779139,642.0200195,5.859367371,632.0499878,16.51032448,622.0200195,35.40158463,612.0499878,61.23149109,602.0499878,80.11677551,592.0499878,101.2610779,582.0499878,123.0787735,652.0200195,1.73283875,642.0200195,5.697962761,632.0499878,16.60172653,622.0200195,35.36942291,612.0499878,60.88352966,602.0499878,79.7019043,592.0499878,100.3672867,582.0499878,121.9387131
653.039978,1.720445871,643.039978,5.662697792,632.9400024,16.42388916,623.039978,34.36520004,612.9400024,60.05139923,602.9400024,78.35237885,592.9400024,99.51425171,582.9400024,120.340477,653.039978,1.630488276,643.039978,5.725039005,632.9400024,16.38461685,623.039978,34.91074371,612.9400024,60.64075089,602.9400024,78.13981628,592.9400024,98.95097351,582.9400024,120.3981628,653.039978,1.669845939,643.039978,5.808507919,632.9400024,16.43224907,623.039978,34.8200531,612.9400024,60.84555435,602.9400024,78.55905914,592.9400024,99.31819153,582.9400024,120.7421188
654.0499878,1.627528429,644.0499878,5.589832783,633.9699707,15.83071232,624.0499878,33.99596786,613.9699707,58.54535675,603.9699707,76.66654205,593.9699707,96.57064819,583.9699707,116.9870682,654.0499878,1.637393951,644.0499878,5.651503563,633.9699707,16.123806,624.0499878,34.17226028,613.9699707,58.52907562,603.9699707,77.2432785,593.9699707,97.23691559,583.9699707,118.3059769,654.0499878,1.632400393,644.0499878,5.524404526,633.9699707,16.02902412,624.0499878,33.68402481,613.9699707,58.79387665,603.9699707,77.00013733,593.9699707,96.83737946,583.9699707,117.2152863
655.0700073,1.753731966,645.0700073,5.303285122,635,15.74761391,625.0700073,32.88745499,615,57.34874725,605,75.17182922,595,94.07739258,585,114.3727417,655.0700073,1.596325994,645.0700073,5.451628208,635,15.66479683,625.0700073,33.6518898,615,57.99081039,605,75.05158234,595,94.94124603,585,115.3213043,655.0700073,1.768389702,645.0700073,5.459439754,635,15.61252213,625.0700073,33.13621521,615,57.41166306,605,75.14022064,595,95.10269165,585,114.8438034
655.9400024,1.651603699,645.9400024,5.350253105,636.0200195,15.45577526,625.9400024,32.20876312,616.0200195,55.85428619,606.0200195,73.77963257,596.0200195,92.48046112,586.0200195,111.8504333,655.9400024,1.636862636,645.9400024,5.493468285,636.0200195,15.49379444,625.9400024,32.7598114,616.0200195,56.54183197,606.0200195,73.54948425,596.0200195,92.54816437,586.0200195,112.392601,655.9400024,1.651888728,645.9400024,5.426128387,636.0200195,15.41236115,625.9400024,32.35416412,616.0200195,55.9351387,606.0200195,73.3723526,596.0200195,91.89076996,586.0200195,112.2616272
656.9500122,1.580291629,646.9500122,5.296769619,637.0499878,14.73266411,626.9500122,31.6885643,617.0499878,54.78482437,607.0499878,71.48249817,597.0499878,89.21019745,587.0499878,109.1680222,656.9500122,1.569538593,646.9500122,5.309774399,637.0499878,15.23012257,626.9500122,32.04626846,617.0499878,54.77023315,607.0499878,71.99933624,597.0499878,90.32499695,587.0499878,109.7338181,656.9500122,1.78380084,646.9500122,5.305049896,637.0499878,15.12149334,626.9500122,32.31045914,617.0499878,54.97279358,607.0499878,71.6368103,597.0499878,90.22925568,587.0499878,110.3473969
657.9699707,1.420437098,647.9699707,5.174414158,637.9400024,14.77121067,627.9699707,31.02433395,617.9400024,53.91208267,607.9400024,70.5552597,597.9400024,88.37818909,587.9400024,108.1306458,657.9699707,1.718530536,647.9699707,5.186252117,637.9400024,14.97130203,627.9699707,31.42710686,617.9400024,54.4315834,607.9400024,70.93765259,597.9400024,88.67650604,587.9400024,108.681488,657.9699707,1.674523592,647.9699707,5.155999184,637.9400024,14.59559345,627.9699707,31.80410004,617.9400024,53.98570251,607.9400024,69.87992859,597.9400024,88.19607544,587.9400024,107.1813812
